visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,135,-29.791246431969554,81.83355813838101,7.043111285129913,-43.595744550824186,-15.986748313114925
V3,104,-30.51391880695941,66.4471895079282,6.515682998544686,-43.284657484106994,-17.743180129811826
V4,65,-11.62447418738049,81.63408482978747,10.125462045295619,-31.470379796159904,8.22143142139892
V5,32,-14.349999999999998,84.72674032627356,14.977713158134936,-43.70631778994447,15.006317789944475
NA,119,NA,NA,NA,NA,NA
