visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,136,4.007422194384574,16.669272868223565,1.4293783561273758,1.2058406163749176,6.809003772394231
V3,104,0.07386680484878486,12.15788427726806,1.192178637957553,-2.262803325548019,2.4105369352455885
V4,65,4.855074232748402,20.828507842587438,2.58345844214458,-0.20850431385497448,9.918652779351778
V5,36,6.087392910593943,13.566644854473036,2.261107475745506,1.6556222581327509,10.519163563055134
NA,122,NA,NA,NA,NA,NA
