visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,136,-28.953498671390612,81.4951953761532,6.988155351461301,-42.65028316025476,-15.256714182526462
V3,104,-28.85423850574713,66.75006223791485,6.545382113166552,-41.68318744755357,-16.02528956394069
V4,65,-9.116071428571423,83.07322044989093,10.303964849973026,-29.311842534518554,11.079699677375707
V5,36,-7.314285714285712,88.6522209857953,14.775370164299217,-36.27401123631218,21.64543980774075
NA,122,NA,NA,NA,NA,NA
