week_num,n,mean,sd,se,lo,hi
0,247,0,0,0,0,0
1,200,1.9414304767818205,17.727098795352404,1.2534951768957563,-0.5154200699338618,4.3982810234975025
2,174,-2.5515678095514853,20.898418635680287,1.584305028160212,-5.656805664745501,0.5536700456425301
3,163,-0.4512726632646247,19.645629826898478,1.5387644858513339,-3.4672510555332385,2.5647057290039896
4,162,0.7616814015129652,15.519057894914138,1.219292341680046,-1.6281315881799252,3.1514943912058557
5,161,0.7618533109280223,15.406233669799086,1.2141813076119867,-1.6179420519914718,3.1416486738475164
6,151,-1.190463769548901,15.910614723403087,1.2947874633859915,-3.7282471977854446,1.3473196586876421
7,156,-2.4784033528646967,19.796925159345385,1.5850225383917285,-5.585047528112485,0.6282408223830909
8,135,2.3471103979379278,11.117220391137819,0.9568179873554284,0.47174714272128804,4.222473653154568
9,129,-0.4971999877567394,12.745891755161475,1.1222131947760217,-2.6967378495177416,1.702337874004263
10,132,1.2341624083530829,16.042480431772017,1.396318694639012,-1.5026222331393808,3.9709470498455466
11,135,2.310463143769845,13.83921747615616,1.19109019577101,-0.0240736399413346,4.644999927481024
12,125,0.5915655156326634,17.630506744926638,1.5769204623769804,-2.499198590626218,3.6823296218915447
13,120,2.735984902771542,18.612425402240213,1.6990742071148548,-0.5942005431735731,6.066170348716657
14,135,3.0597886706475137,15.943187205571382,1.372171078503225,0.3703333567811926,5.749243984513835
15,122,3.638877842857702,15.071807081493931,1.364537298331967,0.964384738127047,6.313370947588357
16,118,2.696844485185018,15.647958971531368,1.440511385110613,-0.12655782963178375,5.52024680000182
17,119,2.6507251000053618,17.671651880061177,1.6199576718457847,-0.5243919368123762,5.8258421368231
18,115,1.249111053335704,14.348118686296427,1.3379689664174113,-1.373308120842422,3.87153022751383
19,104,1.5640285550067483,17.921414818425124,1.7573393051988577,-1.8803564831830129,5.00841359319651
20,114,1.1861193982396498,16.8147599452463,1.5748465589869867,-1.900579857374844,4.272818653854143
21,105,-0.3257521651629408,18.85420202589762,1.839981713245987,-3.9321163231250753,3.280611992799194
22,104,2.696866946308492,14.14833807477289,1.3873586909264375,-0.02235608790732524,5.416089980524309
23,111,-0.10711261619800656,10.363608700698444,0.9836702063118096,-2.0351062205691535,1.8208809881731403
24,114,2.3054622033113445,19.393991204803527,1.8164136992359146,-1.2547086471910478,5.8656330538137365
25,124,0.9649553191389794,22.2754891015967,2.0003979739432043,-2.955824709789701,4.8857353480676595
26,102,3.932361802479269,16.576821114007707,1.641349869639859,0.7153160579851456,7.149407546973393
27,104,-0.14462480167702552,12.838729428130712,1.2589409977649315,-2.612149157296291,2.32289955394224
28,105,3.6215127500887965,16.407816271474985,1.6012389096258568,0.48308448722211716,6.759941012955476
29,107,4.1947208623382695,16.2226208228239,1.568299949737585,1.120852960852603,7.268588763823936
30,105,3.5559759644768687,17.210370361719914,1.6795601691473738,0.2640380329480161,6.847913896005721
31,110,3.9587777571760756,16.34015791975375,1.5579729278850283,0.9051508185214203,7.012404695830731
32,97,2.901194917537944,17.256554712316518,1.752137665056906,-0.5329949059735917,6.33538474104948
33,98,3.4483799125691688,16.767143594869967,1.6937372767230199,0.1286548501920497,6.768104974946288
34,109,3.6344491686462748,15.016061391056995,1.4382778300848875,0.8154246216798953,6.453473715612654
35,98,2.969514277272123,15.219804207577369,1.5374323947870723,-0.04385321651053875,5.982881771054784
36,100,0.4193504399787474,14.753817873036287,1.4753817873036286,-2.4723978631363646,3.311098743093859
37,98,-0.5470327411804992,15.21230822842029,1.536675186545129,-3.558916106808952,2.464850624447953
38,100,0.6068072323420166,13.700628401356287,1.3700628401356287,-2.0785159343238155,3.2921303990078488
39,87,4.155344669705722,18.986832295882095,2.035602090127826,0.16556457305518357,8.145124766356261
40,93,2.856671506851043,21.382897413090102,2.217303171075061,-1.4892427084560764,7.202585722158162
41,94,4.262548014751064,21.291095213735534,2.1960087959565735,-0.04162922532381952,8.566725254825947
42,93,5.046524468369959,17.425443778654564,1.8069343457705596,1.504933150659662,8.588115786080255
43,92,4.537389228975976,18.06501475947813,1.883407983752495,0.8459095808210857,8.228868877130866
44,91,2.0875301538923092,23.06206647977906,2.417561459422522,-2.650890306575833,6.825950614360451
45,96,4.766771071354958,19.556835544251523,1.9960111694558993,0.8545891792213953,8.67895296348852
46,93,4.504871023416887,18.01215926704937,1.8677739077721178,0.8440341641835358,8.165707882650239
47,94,0.9808493884713652,19.908668676353948,2.053422385751839,-3.0438584876022396,5.00555726454497
48,74,3.3732631627964857,18.63683956979963,2.1664885936365836,-0.8730544807312177,7.619580806324189
49,95,3.4516421546755645,17.50484732958143,1.7959594416706168,-0.06843835099884465,6.971722660349974
50,82,5.236569857428598,18.413453534545397,2.033425774128125,1.2510553401374729,9.222084374719723
51,72,2.2173314034918246,15.829985366039061,1.8655816664016722,-1.439208662655453,5.873871469639102
52,47,2.5616040415229344,17.423906865945355,2.5415380268612258,-2.4198104911250677,7.543018574170937
