visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,135,3.8842037829564537,17.798234898488793,1.531828163416328,0.8818205826604508,6.886586983252457
V3,104,-1.6316917910277053,14.415565909041833,1.4135625359555235,-4.402274361500531,1.1388907794451206
V4,65,8.05196556295286,23.53333758339959,2.9189512811552127,2.330821051888644,13.773110074017076
V5,32,5.387031006679841,13.549061304483695,2.3951582817781674,0.6925207743946329,10.081541238965048
NA,119,NA,NA,NA,NA,NA
