visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,135,1.50882070949185,45.025100046668925,3.8751436142682567,-6.086460774473933,9.104102193457633
V3,104,-12.635427135678391,50.45241698944909,4.947266514175405,-22.332069503462186,-2.9387847678945977
V4,65,12.450607287449394,61.823555362030554,7.668268280690696,-2.57919854270437,27.480413117603156
V5,32,6.173684210526318,62.441847097966665,11.038263378196442,-15.461312010738709,27.808680431791345
NA,119,NA,NA,NA,NA,NA
