visit,n,mean,sd,se,lo,hi
V1,133,0,0,0,0,0
V2,136,1.6991971454058874,45.26192768286758,3.8811782792171714,-5.907912281859769,9.306306572671543
V3,104,-9.549673676577228,50.37266092883754,4.939445788994913,-19.230987423007257,0.13164006985280174
V4,65,12.923540489642185,61.18040930343325,7.5884958300104834,-1.9499113371783618,27.796992316462735
V5,36,6.500000000000002,60.793948798596034,10.132324799766005,-13.359356607541367,26.359356607541372
NA,122,NA,NA,NA,NA,NA
